57.140919,93.160538,39.747997,31.480467,8.090176
46.376492,83.142052,41.956169,33.164585,8.246399
45.396931,87.907852,43.725224,34.486740,10.082876
50.126354,86.309326,43.677715,34.238960,8.685535
53.514660,87.342186,43.876034,34.397800,11.858280
47.359440,86.581467,43.340466,34.027695,9.682287
51.991257,87.891182,43.221428,34.015617,11.941215
40.895443,86.542885,43.110313,33.895729,8.275264
48.016514,88.040810,43.269630,34.024185,7.592406
45.792545,87.021889,43.108734,33.970463,8.715232
47.138561,85.751770,42.721695,33.660461,11.173026
45.440212,85.999458,42.399132,33.368404,11.825050
40.874886,87.262871,42.119446,33.219357,7.204305
42.982208,87.483437,42.210693,33.332020,7.950663
44.786182,86.124336,42.000740,33.172138,11.770291
40.633522,85.334862,41.590641,32.750008,11.284612
40.315449,87.215790,41.402702,32.678383,7.817249
39.689034,87.255692,41.826374,33.001335,6.825322
50.300480,88.483742,42.095581,33.232941,7.870542
49.302567,88.438202,41.587143,32.900097,10.557537
42.753841,86.954338,41.021702,32.445969,12.746195
41.819790,87.645454,40.883694,32.291180,10.908577
36.567253,87.765373,40.692940,32.234280,6.476812
40.544518,88.028786,40.623680,32.213470,6.831846
43.530605,86.776039,40.548683,32.201187,12.781091
38.748512,85.634575,40.041355,31.681057,14.797024
36.788040,86.453186,39.525528,31.337769,9.365176
35.238838,86.518127,39.969261,31.701260,7.647794
45.603901,87.346947,40.499207,32.067768,8.385843
47.865166,87.054344,40.518688,32.091373,9.958335
55.224998,89.045776,40.575390,32.188332,11.038619
54.374001,89.658569,40.525356,32.224091,12.515668
50.433212,88.644775,40.241760,32.015419,12.362161
49.263020,88.924469,40.340836,32.078949,12.442170
50.206203,88.820091,40.339729,32.054119,11.576678
49.520260,88.127121,40.475689,32.124290,11.327300
51.897999,88.712029,40.603191,32.218922,10.357684
53.288776,88.320290,40.915009,32.448208,11.743141
53.195946,89.297485,41.005520,32.530590,10.026624
54.501804,89.013733,41.032280,32.590942,11.819092
52.445194,88.763390,40.893978,32.509178,11.978760
53.011463,89.223000,40.948929,32.568905,12.154316
53.675949,88.849884,40.895287,32.519405,11.796916
48.458858,87.518456,40.775368,32.419102,11.403974
49.318024,88.172462,40.729588,32.389973,10.291016
51.895737,88.681870,40.864769,32.506931,12.077511
48.245697,88.067162,40.548538,32.271591,11.500685
47.193172,88.011108,40.280823,32.087166,11.332459
44.707436,87.154648,40.097912,31.920004,10.913610
41.449543,86.765030,40.136623,31.862049,9.313614
47.464802,88.674675,40.239960,32.006706,8.706596
46.038738,87.858727,40.267078,32.048443,10.868791
43.038162,87.223221,40.045689,31.862677,11.073941
45.439415,88.135635,39.911888,31.777346,10.310615
41.017685,86.947777,39.947887,31.759642,9.396261
38.633923,86.555954,39.990269,31.742243,8.278521
44.068249,88.132782,39.945705,31.771626,9.158249
41.484039,88.200188,39.863205,31.690863,11.355286
40.409153,87.200104,39.455975,31.378918,11.784419
33.030235,85.688759,39.333179,31.157675,8.204643
32.434162,86.580185,39.614048,31.496357,4.281414
42.475460,87.727684,39.578850,31.459816,8.747828
40.970287,87.611420,39.884483,31.649641,11.248964
44.201180,88.256920,40.078270,31.872189,9.237732
51.158848,89.154388,40.413967,32.175049,10.737144
40.798077,86.525154,40.452446,32.154430,10.006019
42.650169,87.481445,40.274975,32.045044,7.777758
44.836590,87.706619,40.431835,32.188793,10.279922
39.803593,87.343613,40.563015,32.234486,8.566692
47.104897,88.645546,40.474609,32.282127,9.613943
39.912018,86.706139,40.312679,32.081066,10.917744
37.367126,86.607887,40.344730,32.107998,6.327635
43.101162,87.580383,40.315624,32.116478,8.269079
37.565453,86.683655,40.583061,32.244591,8.473622
42.370991,87.850937,40.374687,32.154469,8.128906
42.611160,87.375488,40.538998,32.290916,9.997873
35.739655,86.365211,40.623074,32.280434,6.938979
44.547577,87.699593,40.599785,32.358246,7.583279
37.835449,86.610855,40.629292,32.274395,9.617485
39.305428,87.739830,40.421406,32.185612,6.861070
39.094280,87.406799,40.022095,31.900307,10.740751
26.829681,86.029305,40.009125,31.760157,7.082242
29.798685,86.642899,39.496269,31.270111,5.847810
22.199324,85.721146,39.486855,31.016041,7.123419
29.049833,87.364166,39.103901,31.114609,2.032706
32.124191,87.647392,39.113880,30.964602,8.777596
34.663929,87.333298,39.487820,31.273798,6.311508
45.837486,88.967537,39.111649,31.210987,9.284971
39.950317,87.738350,39.220455,31.206093,12.559764
30.941540,86.301849,39.215668,31.210535,5.803647
35.307190,87.195374,38.855392,30.805515,6.545151
29.094656,86.115944,39.460773,31.145878,7.779643
36.502625,88.069000,39.524265,31.318073,4.676670
50.936298,89.815498,39.901421,31.761297,11.007867
37.933823,87.229095,40.121941,31.786953,9.861119
44.005619,88.744858,39.736343,31.668413,6.733895
37.523148,86.912476,39.427753,31.307213,11.197977
27.192753,86.494400,39.933914,31.839100,4.043875
40.171612,88.754692,39.316006,31.292332,6.119843
34.258018,86.758583,39.931416,31.642223,9.541892
